23,"{'mse': 0.0009382300406439154, 'l2': 0.21110175914488097, 'l1': 4.117881143537474}"
24,"{'mse': 0.001125760865741755, 'l2': 0.25329619479189486, 'l1': 4.385565031065475}"
25,"{'mse': 0.0011060449158618983, 'l2': 0.2488601060689271, 'l1': 4.258974792624277}"
26,"{'mse': 0.0011243914011094575, 'l2': 0.2529880652496279, 'l1': 4.348557661523055}"
27,"{'mse': 0.0011438582545080416, 'l2': 0.25736810726430936, 'l1': 4.376589800802555}"
28,"{'mse': 0.0011465039332168674, 'l2': 0.2579633849737952, 'l1': 4.403559234081385}"
29,"{'mse': 0.0011593762178988612, 'l2': 0.2608596490272438, 'l1': 4.3271317815625165}"
30,"{'mse': 0.0013942135880452811, 'l2': 0.31369805731018824, 'l1': 4.351903426182913}"
31,"{'mse': 0.0013731867803038068, 'l2': 0.30896702556835653, 'l1': 4.240082249979134}"
32,"{'mse': 0.0014024892537933475, 'l2': 0.31556008210350317, 'l1': 4.274603909139201}"
33,"{'mse': 0.0019886725871222583, 'l2': 0.44745133210250815, 'l1': 4.8290848193381235}"
34,"{'mse': 0.001986903527011657, 'l2': 0.4470532935776228, 'l1': 4.806877476991756}"
35,"{'mse': 0.0019868316633498495, 'l2': 0.4470371242537161, 'l1': 4.805965003708929}"
36,"{'mse': 0.001986393991084567, 'l2': 0.4469386479940276, 'l1': 4.783238568273649}"
37,"{'mse': 0.0014993687282549037, 'l2': 0.33735796385735334, 'l1': 4.248024736586712}"
38,"{'mse': 0.0013783399216193348, 'l2': 0.3101264823643503, 'l1': 3.8741345089962387}"
39,"{'mse': 0.0013923921583156732, 'l2': 0.3132882356210265, 'l1': 3.9282434813699005}"
40,"{'mse': 0.0013979016865452696, 'l2': 0.3145278794726857, 'l1': 3.979160683371232}"
41,"{'mse': 0.0013735965640124734, 'l2': 0.3090592269028065, 'l1': 4.097247237118992}"
42,"{'mse': 0.001299090385426337, 'l2': 0.29229533672092584, 'l1': 4.170437959888492}"
43,"{'mse': 0.001293157417958184, 'l2': 0.2909604190405914, 'l1': 4.148443368187312}"
44,"{'mse': 0.0009597323780412576, 'l2': 0.21593978505928296, 'l1': 3.7323493735255306}"
45,"{'mse': 0.0011804686496075512, 'l2': 0.265605446161699, 'l1': 4.070355555633869}"
46,"{'mse': 0.0008362920827204855, 'l2': 0.18816571861210923, 'l1': 3.4186168439737243}"
47,"{'mse': 0.0008315226174956498, 'l2': 0.1870925889365212, 'l1': 3.4119502124978105}"
48,"{'mse': 0.0008545903753061874, 'l2': 0.19228283444389216, 'l1': 3.4089442638750937}"
49,"{'mse': 0.0019536897749785212, 'l2': 0.43958019937016723, 'l1': 4.167683843873009}"
50,"{'mse': 0.001946366271235053, 'l2': 0.43793241102788694, 'l1': 4.120115170502188}"
51,"{'mse': 0.001936206416961785, 'l2': 0.4356464438164016, 'l1': 4.105046629469716}"
52,"{'mse': 0.0019339020866625885, 'l2': 0.4351279694990824, 'l1': 4.086666822582478}"
53,"{'mse': 0.0010743863370351466, 'l2': 0.241736925832908, 'l1': 3.626279235776902}"
54,"{'mse': 0.0009374465366386701, 'l2': 0.21092547074370077, 'l1': 3.5340640540686876}"
55,"{'mse': 0.0009369047704838151, 'l2': 0.2108035733588584, 'l1': 3.52519799835935}"
56,"{'mse': 0.000979989245021859, 'l2': 0.22049758012991827, 'l1': 3.7622856204304833}"
57,"{'mse': 0.0009575997198285529, 'l2': 0.2154599369614244, 'l1': 3.660574482716324}"
58,"{'mse': 0.0009288122456093197, 'l2': 0.20898275526209692, 'l1': 3.666361249832474}"
59,"{'mse': 0.000950783189996995, 'l2': 0.21392621774932388, 'l1': 3.734354497579973}"
60,"{'mse': 0.001354713446693815, 'l2': 0.3048105255061084, 'l1': 4.059375150180053}"
61,"{'mse': 0.0013514307738674443, 'l2': 0.304071924120175, 'l1': 4.048094681884985}"
62,"{'mse': 0.0013312596188826008, 'l2': 0.29953341424858515, 'l1': 3.9640179126156974}"
63,"{'mse': 0.001332367564412626, 'l2': 0.29978270199284085, 'l1': 3.967017881287361}"
64,"{'mse': 0.0013810663478747822, 'l2': 0.310739928271826, 'l1': 3.821471379128735}"
65,"{'mse': 0.0009955274708316256, 'l2': 0.22399368093711575, 'l1': 3.6034456172372202}"
66,"{'mse': 0.0010603132728356944, 'l2': 0.23857048638803124, 'l1': 3.6883571369744663}"
67,"{'mse': 0.0010607273900567192, 'l2': 0.2386636627627618, 'l1': 3.699721376874012}"
68,"{'mse': 0.0008233334711433692, 'l2': 0.18525003100725806, 'l1': 3.427780910426269}"
69,"{'mse': 0.0009337264232231155, 'l2': 0.21008844522520098, 'l1': 3.487760761416218}"
70,"{'mse': 0.0009279828522452027, 'l2': 0.2087961417551706, 'l1': 3.4763757153003874}"
71,"{'mse': 0.0008796791590105635, 'l2': 0.19792781077737678, 'l1': 3.257231854776748}"
72,"{'mse': 0.0008766786763412017, 'l2': 0.19725270217677038, 'l1': 3.229952368296884}"
73,"{'mse': 0.0008411536756534889, 'l2': 0.189259577022035, 'l1': 3.132593154453705}"
74,"{'mse': 0.0008261484763937584, 'l2': 0.18588340718859564, 'l1': 3.0220328190275305}"
75,"{'mse': 0.0008791153071171188, 'l2': 0.19780094410135174, 'l1': 3.1884267327499263}"
76,"{'mse': 0.0008784353852212167, 'l2': 0.19764796167477375, 'l1': 3.1725059659201698}"
77,"{'mse': 0.0008898863542922255, 'l2': 0.20022442971575075, 'l1': 3.19987713566535}"
78,"{'mse': 0.0008896640633930256, 'l2': 0.20017441426343077, 'l1': 3.193348615893105}"
79,"{'mse': 0.0008883524878234395, 'l2': 0.1998793097602739, 'l1': 3.1705654778631995}"
80,"{'mse': 0.000888186465325183, 'l2': 0.19984195469816618, 'l1': 3.1617992002151496}"
81,"{'mse': 0.0008356216759424244, 'l2': 0.18801487708704548, 'l1': 3.0089796025909443}"
82,"{'mse': 0.0008390755397080128, 'l2': 0.18879199643430286, 'l1': 3.0495572651484313}"
83,"{'mse': 0.0008381923809685235, 'l2': 0.18859328571791778, 'l1': 3.0385362247542727}"
84,"{'mse': 0.0008375377649494144, 'l2': 0.18844599711361826, 'l1': 3.039762949875525}"
85,"{'mse': 0.0008367168543308881, 'l2': 0.18826129222444982, 'l1': 3.0217333528554877}"
86,"{'mse': 0.0008334421784446208, 'l2': 0.1875244901500397, 'l1': 2.9985986649129424}"
87,"{'mse': 0.0008147278020076666, 'l2': 0.18331375545172499, 'l1': 2.9315391259456707}"
88,"{'mse': 0.0008041744016093734, 'l2': 0.180939240362109, 'l1': 2.837246975382009}"
89,"{'mse': 0.0007952088528384501, 'l2': 0.17892199188865127, 'l1': 2.776101900228357}"
90,"{'mse': 0.0007708237903445707, 'l2': 0.17343535282752842, 'l1': 2.660290093681438}"
91,"{'mse': 0.0007639714291641133, 'l2': 0.1718935715619255, 'l1': 2.628481399652557}"
92,"{'mse': 0.0008543528042797428, 'l2': 0.19222938096294212, 'l1': 2.673254048991625}"
93,"{'mse': 0.0008541844151550938, 'l2': 0.1921914934098961, 'l1': 2.666967029337921}"
94,"{'mse': 0.0007932918350242948, 'l2': 0.17849066288046633, 'l1': 2.5795644327732177}"
95,"{'mse': 0.0007926145153899946, 'l2': 0.1783382659627488, 'l1': 2.5710657094313047}"
96,"{'mse': 0.0006718381690324514, 'l2': 0.15116358803230157, 'l1': 2.3150273142188253}"
97,"{'mse': 0.0006363358293481321, 'l2': 0.14317556160332973, 'l1': 2.2051887547866587}"
